,Unnamed: 0,Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),person,method
31572,31572,65.60018917,-3.088475626,11.10817777,-2.337182967,11.76404349,0,0
31573,31573,65.61020817,-2.421485345,10.21817541,-2.085939805,10.70634601,0,0
31574,31574,65.62022817,-1.693134382,9.138322737,-1.727463385,9.453030002,0,0
31575,31575,65.63024717,-1.029296627,7.89859315,-1.433616825,8.093360396,0,0
31576,31576,65.64026617,-0.3077762358,6.566249515,-1.096258868,6.664243574,0,0
31577,31577,65.65028617,0.4936577596,4.954805413,-0.7423044656,5.034362977,0,0
31578,31578,65.66030517,1.539130709,2.891347568,-0.4202581,3.302337198,0,0
31579,31579,65.67032417,3.263378418,0.2790864336,-0.1574130388,3.279071027,0,0
31580,31580,65.68034417,6.037916159,-3.733996248,1.311211651,7.219309906,0,0
31581,31581,65.69036317,9.590771513,-12.50405082,6.921335719,17.21159706,0,0
31582,31582,65.70038217,10.28734447,-28.77464407,18.18813383,35.56146524,0,0
31583,31583,65.71040117,6.242944683,-28.53175541,7.463707656,30.14535382,0,0
31584,31584,65.72042117,3.06129309,-17.05389562,-4.877847869,18.00000753,0,0
31585,31585,65.73044017,1.265318025,-14.38259515,5.808401835,15.56269915,0,0
31586,31586,65.74045917,0.5858737591,-12.5579563,8.152321379,14.98351956,0,0
31587,31587,65.75047917,0.1221171986,-10.89065667,5.222761672,12.07884741,0,0
31588,31588,65.76049817,-1.884422973,-9.652143304,1.451125874,9.94085945,0,0
31589,31589,65.77051717,-3.89054843,-9.980995975,-0.9683281481,10.75612882,0,0
31590,31590,65.78053717,-5.41469945,-11.04208318,-0.3290542535,12.30263581,0,0
31591,31591,65.79055617,-6.197812949,-10.93686254,0.9101541996,12.603818,0,0
31592,31592,65.80057517,-5.681921883,-9.45343679,1.385365456,11.11624671,0,0
31593,31593,65.81059517,-4.329988321,-7.680468033,1.426576632,8.931601701,0,0
31594,31594,65.82061417,-2.767100667,-6.433294356,1.313221339,7.125213868,0,0
31595,31595,65.83063317,-1.209707204,-5.622772619,1.264811072,5.888863259,0,0
31596,31596,65.84065317,0.2016428398,-5.081019902,1.336588275,5.257745838,0,0
31597,31597,65.85067217,1.373811065,-4.516627936,1.45559724,4.940247775,0,0
31598,31598,65.86069117,2.208103927,-3.616653739,1.449204918,4.47840397,0,0
31599,31599,65.87071117,2.581595412,-2.481827295,1.287433364,3.805467942,0,0
31600,31600,65.88073017,2.507145739,-1.251715209,1.007406114,2.977824339,0,0
31601,31601,65.89074917,2.172156854,-0.01849006534,0.5559734371,2.242256395,0,0
31602,31602,65.90076817,1.618606795,1.234399849,0.02773129731,2.035779941,0,0
31603,31603,65.91078817,0.9606716578,2.451046967,-0.2397342338,2.643481373,0,0
31604,31604,65.92080717,0.3512499918,3.784285226,-0.2508234783,3.808819193,0,0
31605,31605,65.93082617,-0.1182304081,5.219162126,-0.289669894,5.228531379,0,0
31606,31606,65.94084617,-0.544377239,6.64130496,-0.4115118349,6.676272923,0,0
31607,31607,65.95086517,-1.019280785,8.047388417,-0.4794377697,8.125838678,0,0
31608,31608,65.96088417,-1.467479221,9.323415179,-0.5827300036,9.456169421,0,0
31609,31609,65.97090417,-1.863018216,10.35879159,-0.7973027913,10.55514528,0,0
31610,31610,65.98092317,-2.170665083,11.11794262,-1.183327929,11.38949955,0,0
31611,31611,65.99094217,-2.366315111,11.71034041,-1.727041947,12.07121343,0,0
31612,31612,66.00096217,-2.485138865,12.15854001,-2.21585792,12.60619041,0,0
31613,31613,66.01098117,-2.480434196,12.51304617,-2.629951301,13.02480411,0,0
31614,31614,66.02100017,-2.385646445,12.78593105,-3.012309503,13.35085579,0,0
31615,31615,66.03102017,-2.258395975,12.9873957,-3.389532681,13.61108854,0,0
31616,31616,66.04103917,-2.13185872,13.14040914,-3.667185962,13.80809281,0,0
31617,31617,66.05105817,-2.134856588,13.04963814,-3.758713598,13.74694861,0,0
31618,31618,66.06107817,-2.243857166,12.60520063,-3.71281237,13.33082719,0,0
31619,31619,66.07109717,-2.325935994,11.80891277,-3.513422316,12.53812328,0,0
31620,31620,66.08111617,-2.405772561,10.66429224,-3.19137522,11.38857965,0,0
31621,31621,66.09113517,-2.407936615,9.31796382,-2.959157143,10.06872482,0,0
31622,31622,66.10115517,-2.306366971,7.855708501,-2.760467586,8.640119557,0,0
31623,31623,66.11117417,-2.146583325,6.272082528,-2.479801819,7.077870885,0,0
31624,31624,66.12119317,-2.008248435,4.493467115,-2.317802371,5.440268038,0,0
31625,31625,66.13121317,-1.911623781,2.552554046,-2.582606395,4.103619553,0,0
31626,31626,66.14123217,-1.820720043,0.3382222492,-2.795498255,3.353241157,0,0
31627,31627,66.15125117,-1.552166638,-2.226005763,-2.447534106,3.654414608,0,0
31628,31628,66.16127117,-0.9537647805,-5.930064851,-0.4460427131,6.022814167,0,0
31629,31629,66.17129017,-1.128327118,-14.2950787,7.8605728,16.35270625,0,0
31630,31630,66.18130917,-2.127752659,-25.32991367,11.37370568,27.84767565,0,0
31631,31631,66.19132917,1.193944134,-22.28095324,-0.1764783239,22.31361747,0,0
31632,31632,66.20134817,6.138826237,-20.58363517,-2.57044828,21.63280908,0,0
31633,31633,66.21136717,7.439997196,-16.7559332,1.616144679,18.40453149,0,0
31634,31634,66.22138717,5.273821898,-11.03753873,5.282477531,13.32460234,0,0
31635,31635,66.23140617,4.528748045,-9.225549161,4.077654068,11.05656271,0,0
31636,31636,66.24142517,4.288545595,-9.300776514,3.920204923,10.96649779,0,0
31637,31637,66.25144517,3.959280111,-9.810741427,4.659558445,11.56019166,0,0
31638,31638,66.26146417,3.866508188,-10.25698221,4.827108071,11.97733451,0,0
31639,31639,66.27148317,4.202345942,-9.936246064,3.911845159,11.47567993,0,0
31640,31640,66.28150217,4.38261677,-8.747888945,2.860380714,10.19385445,0,0
31641,31641,66.29152217,3.990877295,-7.416506007,1.968916408,8.649178849,0,0
31642,31642,66.30154117,3.254875397,-6.292315063,1.647874156,7.273440172,0,0
31643,31643,66.31156017,2.729467987,-5.408886148,1.585261001,6.262515253,0,0
31644,31644,66.32158017,2.283935005,-4.523438188,1.411161763,5.26015491,0,0
31645,31645,66.33159917,1.823677857,-3.578816407,1.018246413,4.143736666,0,0
31646,31646,66.34161817,1.426260005,-2.637871939,0.4868516006,3.038027394,0,0
31647,31647,66.35163817,1.010322851,-1.729358468,0.07135649621,2.004126923,0,0
31648,31648,66.36165717,0.6408027953,-0.7945933378,-0.4077742946,1.099220938,0,0
31649,31649,66.37167617,0.3321924542,0.2057787216,-0.8813018449,0.9640485728,0,0
31650,31650,66.38169617,-0.002608589083,1.256486537,-1.240569977,1.76572339,0,0
31651,31651,66.39171517,-0.3654578488,2.294578984,-1.586266138,2.813341859,0,0
31652,31652,66.40173417,-0.6493429461,3.294563958,-1.839062759,3.828570199,0,0
31653,31653,66.41175417,-0.9732269454,4.291541709,-2.017446105,4.8409286,0,0
31654,31654,66.42177317,-1.239911435,5.302874374,-1.985154272,5.796438085,0,0
31655,31655,66.43179217,-1.464224368,6.348379337,-1.88850506,6.783238501,0,0
31656,31656,66.44181117,-1.660460434,7.461491561,-1.806290284,7.854531797,0,0
31657,31657,66.45183117,-1.87821206,8.537860467,-1.787903276,8.922966996,0,0
31658,31658,66.46185017,-2.106477711,9.481201124,-1.733084899,9.865799834,0,0
31659,31659,66.47186917,-2.322478243,10.3155947,-1.632437799,10.69907718,0,0
31660,31660,66.48188917,-2.552869796,11.05342795,-1.5690724,11.45239721,0,0
31661,31661,66.49190817,-2.823928587,11.59158814,-1.511165377,12.02593485,0,0
31662,31662,66.50192358,-3.06930056,11.98810654,-1.527979192,12.46876196,0,0
31663,31663,66.51194358,-3.213862734,12.19645336,-1.685865124,12.72495695,0,0
31664,31664,66.52196258,-3.308064302,12.19925885,-1.937248619,12.78742109,0,0
31665,31665,66.53198158,-3.332232014,12.09603913,-2.226467108,12.74264841,0,0
31666,31666,66.54200158,-3.376137879,11.84593734,-2.281277738,12.52712124,0,0
31667,31667,66.55202058,-3.328833904,11.32028903,-2.057002519,11.97753473,0,0
31668,31668,66.56203958,-3.147299493,10.52440579,-2.02328455,11.16970419,0,0
31669,31669,66.57205958,-2.846776582,9.51029336,-2.47676536,10.23152889,0,0
31670,31670,66.58207858,-2.565561762,8.399707133,-2.436323824,9.114431461,0,0
31671,31671,66.59209758,-2.248022722,7.238001623,-2.155659665,7.879666379,0,0
31672,31672,66.60211758,-1.833296673,5.9388462,-1.733889914,6.452692857,0,0
31673,31673,66.61213658,-1.215706447,4.385897643,-1.110531921,4.684796842,0,0
31674,31674,66.62215558,-0.3093273559,2.548589634,-0.2615564811,2.580582168,0,0
31675,31675,66.63217458,1.059095061,0.279136135,0.4584249231,1.187330089,0,0
31676,31676,66.64219458,3.394088831,-2.931416198,1.442705153,4.711097332,0,0
31677,31677,66.65221358,7.728073139,-10.66804615,5.931980399,14.44710056,0,0
31678,31678,66.66223258,11.39442704,-30.804512,19.41444932,38.15326683,0,0
31679,31679,66.67225258,6.503563271,-30.02943316,6.697439985,31.44708084,0,0
31680,31680,66.68227158,3.174649259,-17.06406042,-5.505097404,18.20897178,0,0
31681,31681,66.69229058,1.483306172,-13.83243296,6.959529732,15.55543162,0,0
31682,31682,66.70231058,0.5740954202,-11.53995255,8.530298263,14.3619664,0,0
31683,31683,66.71232958,0.6150653985,-10.462016,4.872145665,11.55724395,0,0
31684,31684,66.72234858,-0.4753760013,-9.269317324,2.290081306,9.559848241,0,0
31685,31685,66.73236858,-2.644089868,-8.754981033,0.6312648171,9.16730055,0,0
31686,31686,66.74238758,-4.581734928,-8.71048723,0.9866543452,9.891327996,0,0
31687,31687,66.75240658,-5.653006232,-7.905782302,1.453580097,9.827042707,0,0
31688,31688,66.76242658,-5.545920324,-6.670498354,1.292017581,8.770523927,0,0
31689,31689,66.77244558,-4.609920262,-5.538804263,1.256309805,7.314918442,0,0
31690,31690,66.78246458,-3.276646335,-4.523669738,1.1206047,5.696995173,0,0
31691,31691,66.79248458,-1.950068493,-3.773171423,1.16383185,4.403872647,0,0
31692,31692,66.80250358,-0.6899917661,-3.094092169,1.363386941,3.450843222,0,0
31693,31693,66.81252258,0.424134804,-2.492470397,1.551473304,2.966372941,0,0
31694,31694,66.82254258,1.385013453,-1.749131997,1.715239635,2.81420895,0,0
31695,31695,66.83256158,2.091509863,-0.8362068021,1.719787161,2.833958927,0,0
31696,31696,66.84258058,2.410310877,0.1372458458,1.427062681,2.804450542,0,0
31697,31697,66.85259958,2.358552494,1.074787234,0.8651645529,2.73248004,0,0
31698,31698,66.86261958,1.974294823,1.929735532,0.3086014241,2.777940624,0,0
31699,31699,66.87263858,1.364526271,2.787399861,-0.07846583337,3.104462404,0,0
31700,31700,66.88265758,0.6318657647,3.842113604,-0.6332759669,3.944886531,0,0
31701,31701,66.89267758,-0.1585880367,5.017457744,-1.433405448,5.220601839,0,0
31702,31702,66.90269658,-0.9774575521,6.20932904,-1.899103431,6.566413346,0,0
31703,31703,66.91271558,-1.691612644,7.35365721,-1.96980767,7.79858769,0,0
31704,31704,66.92273558,-2.312087448,8.49961266,-2.035968623,9.040704174,0,0
31705,31705,66.93275458,-2.838077679,9.512925777,-2.1489858,10.15719359,0,0
31706,31706,66.94277358,-3.263911392,10.24879611,-2.261514734,10.99115045,0,0
31707,31707,66.95279358,-3.517282648,10.74232216,-2.494849629,11.57553616,0,0
31708,31708,66.96281258,-3.518196276,11.03552962,-2.877280337,11.93479624,0,0
31709,31709,66.97283158,-3.446562621,11.13716125,-3.2895833,12.11348475,0,0
31710,31710,66.98285158,-3.340619844,11.17098388,-3.45834213,12.16185644,0,0
31711,31711,66.99287058,-3.16120768,11.19664029,-3.451441246,12.13550306,0,0
31712,31712,67.00288958,-2.916627713,11.07388268,-3.816622083,12.07079943,0,0
31713,31713,67.01290858,-2.678347535,10.76428314,-4.517954085,11.97728041,0,0
31714,31714,67.02292858,-2.490750146,10.38533445,-4.664456658,11.65401921,0,0
31715,31715,67.03294758,-2.220143198,9.955809678,-4.55841097,11.17256876,0,0
31716,31716,67.04296658,-1.959790805,9.36319671,-3.933206792,10.34313049,0,0
31717,31717,67.05298658,-1.70655345,8.530150913,-3.17794592,9.261486897,0,0
31718,31718,67.06300558,-1.44921632,7.504925848,-2.66017205,8.09324751,0,0
31719,31719,67.07302458,-1.231009195,6.317653973,-2.456914648,6.889453167,0,0
31720,31720,67.08304458,-1.034312661,4.864947158,-2.231592924,5.451377854,0,0
31721,31721,67.09306358,-0.8959441499,3.051382352,-1.720676668,3.615850989,0,0
31722,31722,67.10308258,-0.7685799524,0.6507389688,-0.8154538643,1.295816867,0,0
31723,31723,67.11310258,-0.5325893985,-2.591224022,0.8274244304,2.771772824,0,0
31724,31724,67.12312158,-0.4927856474,-8.728765041,6.515070591,10.90322529,0,0
31725,31725,67.13314058,-2.339327287,-19.46190064,12.20832672,23.09288354,0,0
31726,31726,67.14316058,-1.73877614,-23.47390685,4.411531252,23.94805323,0,0
31727,31727,67.15317958,2.504469468,-23.66187379,-0.1649594553,23.79461809,0,0
31728,31728,67.16319858,7.068506044,-22.30534081,-0.7535376978,23.41067759,0,0
31729,31729,67.17321858,5.520805364,-14.49174512,4.027979048,16.02231518,0,0
31730,31730,67.18323758,3.914781046,-9.915053415,6.291835592,12.37824664,0,0
31731,31731,67.19325658,4.057316868,-9.095308279,4.708302589,11.01610485,0,0
31732,31732,67.20327658,4.239733039,-9.35478783,4.295250598,11.13268024,0,0
31733,31733,67.21329558,4.45637004,-9.953598261,4.994620274,11.99498162,0,0
31734,31734,67.22331458,5.074659301,-10.35979732,5.14343776,12.63061833,0,0
31735,31735,67.23333358,5.857201527,-9.907676568,4.626349184,12.40451416,0,0
31736,31736,67.24335358,5.943312888,-8.388970476,4.059456949,11.05336982,0,0
31737,31737,67.25337258,5.258829052,-6.760526764,3.516903749,9.258974949,0,0
31738,31738,67.26339158,4.327657621,-5.596642581,2.926832566,7.656198635,0,0
31739,31739,67.27341158,3.429803039,-4.610883299,2.440543029,6.243400032,0,0
31740,31740,67.28343058,2.567359196,-3.616656663,1.831978126,4.798716757,0,0
31741,31741,67.29344958,1.808565582,-2.825269938,1.033198767,3.510065438,0,0
31742,31742,67.30346958,1.218518227,-2.043981355,0.2030240983,2.388276624,0,0
31743,31743,67.31348858,0.6254456681,-1.030698059,-0.4005447972,1.270416037,0,0
31744,31744,67.32350758,0.0445943749,0.1186715806,-0.8048528624,0.8147758786,0,0
31745,31745,67.33352758,-0.5982409126,1.504558754,-1.099650764,1.957248333,0,0
31746,31746,67.34354658,-1.351834159,3.150425999,-1.388280439,3.698643285,0,0
31747,31747,67.35356558,-2.076911119,4.785836084,-1.829626522,5.528591143,0,0
31748,31748,67.36358558,-2.751853175,6.14076342,-2.188574812,7.076124009,0,0
31749,31749,67.37360458,-3.238251178,7.242483514,-2.277616796,8.253930967,0,0
31750,31750,67.38362358,-3.598311024,8.16877369,-2.273561022,9.211177207,0,0
31751,31751,67.39364358,-3.848980282,8.932473264,-2.177143505,9.967130061,0,0
31752,31752,67.40366258,-3.964771816,9.597398162,-2.11315684,10.59692875,0,0
31753,31753,67.41368158,-4.035816656,10.13537416,-2.096213801,11.10890354,0,0
31754,31754,67.42370058,-4.049934173,10.57144547,-2.026653131,11.50064125,0,0
31755,31755,67.43372058,-3.965766428,10.95206179,-1.924880589,11.80593605,0,0
31756,31756,67.44373958,-3.755105281,11.25563753,-2.352229022,12.09641159,0,0
31757,31757,67.45375858,-3.416871922,11.37689826,-2.844087448,12.21464945,0,0
31758,31758,67.46377858,-3.001634826,11.40077712,-2.80399309,12.11816437,0,0
31759,31759,67.47379758,-2.676860296,11.56333205,-2.601047344,12.15078913,0,0
31760,31760,67.48381658,-2.447379886,11.81493891,-2.407567071,12.3036104,0,0
31761,31761,67.49383658,-2.283800812,11.85260317,-2.178050993,12.2655556,0,0
31762,31762,67.50385933,-2.121589986,11.54053259,-1.982642893,11.90024829,0,0
31763,31763,67.51387833,-1.923547277,10.91275797,-1.894977928,11.24185314,0,0
31764,31764,67.52389833,-1.691019298,10.07746334,-1.744449547,10.3661911,0,0
31765,31765,67.53391733,-1.398984352,9.093212053,-1.461357186,9.315536886,0,0
31766,31766,67.54393633,-1.130571864,7.967290333,-1.063580387,8.117087608,0,0
31767,31767,67.55395633,-0.8922810155,6.596988913,-0.6743212281,6.691123765,0,0
31768,31768,67.56397533,-0.5611151862,4.8680187,-0.1984796423,4.904268598,0,0
31769,31769,67.57399433,-0.0277478157,2.69224052,0.1906577488,2.699125661,0,0
31770,31770,67.58401333,1.103465342,-0.2471237987,0.4018522346,1.200079644,0,0
31771,31771,67.59403333,3.498047355,-4.849565472,1.254583853,6.109713677,0,0
31772,31772,67.60405233,7.923880019,-14.72751187,5.114777048,17.48852266,0,0
31773,31773,67.61407133,9.227299232,-35.03049356,15.74552264,39.49936725,0,0
31774,31774,67.62409133,4.091718084,-32.83384433,3.66570837,33.29025245,0,0
31775,31775,67.63411033,2.351361442,-17.95482876,-5.15617475,18.8279291,0,0
31776,31776,67.64412933,-0.04374192394,-12.87349427,8.478630511,15.41479625,0,0
31777,31777,67.65414933,-0.1503876092,-11.1158692,7.752282366,13.55297186,0,0
31778,31778,67.66416833,-0.2706328947,-10.04601467,4.706958899,11.09734721,0,0
31779,31779,67.67418733,-2.06474014,-8.497472579,2.037201508,8.978885346,0,0
31780,31780,67.68420733,-3.923308918,-8.883587617,1.124940849,9.776296524,0,0
31781,31781,67.69422633,-4.960621054,-10.43555618,1.993263776,11.72525883,0,0
31782,31782,67.70424533,-4.744482821,-10.61280634,1.945862737,11.78677892,0,0
31783,31783,67.71426533,-3.25755693,-9.221716896,1.23330642,9.857625697,0,0
31784,31784,67.72428433,-1.23730767,-7.62269111,0.6609271574,7.750688662,0,0
31785,31785,67.73430333,0.4912649328,-5.84687476,0.8508710343,5.928850412,0,0
31786,31786,67.74432333,1.759491217,-4.199387251,1.739673541,4.874128297,0,0
31787,31787,67.75434233,2.787020962,-2.713737223,2.586300082,4.671274309,0,0
31788,31788,67.76436133,3.378215979,-1.44650058,2.727147812,4.576247625,0,0
31789,31789,67.77438133,3.374793604,-0.4105335957,2.394314649,4.158186184,0,0
31790,31790,67.78440033,2.902147375,0.5632383102,1.690174522,3.405346781,0,0
31791,31791,67.79441933,2.136555058,1.560996079,1.020700489,2.836089872,0,0
31792,31792,67.80443833,1.367330011,2.596294727,0.5207688135,2.980190905,0,0
31793,31793,67.81445833,0.6830060975,3.757351781,0.07922100127,3.819746811,0,0
31794,31794,67.82447733,-0.04081298053,5.077358376,-0.4332810187,5.095975492,0,0
31795,31795,67.83449633,-0.7963998351,6.604746999,-0.9818264455,6.724650086,0,0
31796,31796,67.84451633,-1.506589638,8.116305454,-1.5075211,8.391474628,0,0
31797,31797,67.85453533,-2.15235365,9.454865849,-1.797321825,9.861920716,0,0
31798,31798,67.86455433,-2.775017213,10.68187365,-1.95158146,11.2076677,0,0
31799,31799,67.87457433,-3.243889064,11.65420597,-2.50241271,12.35335592,0,0
31800,31800,67.88459333,-3.712215662,12.3712395,-3.502494455,13.38265965,0,0
31801,31801,67.89461233,-4.162973423,12.87174362,-3.889138082,14.07613322,0,0
31802,31802,67.90463233,-4.464646482,13.17379908,-3.936987602,14.45620704,0,0
31803,31803,67.91465133,-4.673483882,13.37175423,-3.73458974,14.64897346,0,0
31804,31804,67.92467033,-4.760601255,13.41783731,-3.639830933,14.69523908,0,0
31805,31805,67.93469033,-4.732719392,13.28464007,-3.819950318,14.61069181,0,0
31806,31806,67.94470933,-4.566529829,12.96814315,-4.246622229,14.38957025,0,0
31807,31807,67.95472833,-4.134449244,12.39564812,-4.47040862,13.81051469,0,0
31808,31808,67.96474833,-3.485376731,11.51532875,-4.321272461,12.78374135,0,0
31809,31809,67.97476733,-2.721434498,10.3824085,-3.978573584,11.44681876,0,0
31810,31810,67.98478633,-1.956119923,9.06448819,-3.708125827,9.987069062,0,0
31811,31811,67.99480533,-1.227662103,7.55019967,-3.533840793,8.426191313,0,0
31812,31812,68.00482533,-0.5965004888,5.858499025,-3.33964716,6.769864608,0,0
31813,31813,68.01484433,-0.0906259954,3.926552076,-3.117734216,5.014607753,0,0
31814,31814,68.02486333,0.2948917499,1.639066349,-2.595148088,3.083552049,0,0
31815,31815,68.03488333,0.7971877474,-1.165762893,-1.789668404,2.279786048,0,0
31816,31816,68.04490233,2.184885657,-6.529217929,1.487447754,7.043927379,0,0
31817,31817,68.05492133,3.727267564,-22.59096326,13.97239893,26.82297665,0,0
31818,31818,68.06494133,1.439367562,-34.63734549,15.54193429,37.99169913,0,0
31819,31819,68.07496033,3.750819857,-24.09352694,-6.157771216,25.14925121,0,0
31820,31820,68.08497933,8.767513955,-18.9987614,-6.089445332,21.79228258,0,0
31821,31821,68.09499933,6.358215523,-13.1650154,5.174703407,15.50877463,0,0
31822,31822,68.10501833,4.850806251,-9.478497371,6.323173159,12.38364859,0,0
31823,31823,68.11503733,4.972714266,-8.452954218,4.016554173,10.59778418,0,0
31824,31824,68.12505733,4.626108863,-7.982819368,3.100338165,9.733364527,0,0
31825,31825,68.13507633,4.281296802,-8.380641117,4.32024686,10.35515238,0,0
31826,31826,68.14509533,4.819587967,-9.30202431,5.257666626,11.72173804,0,0
31827,31827,68.15511533,6.024803193,-9.539710118,3.86682306,11.92713894,0,0
31828,31828,68.16513433,6.600473269,-8.512848417,2.148911686,10.98420033,0,0
31829,31829,68.17515333,5.962542626,-6.819159134,1.426169519,9.169885787,0,0
31830,31830,68.18517333,5.13132116,-5.418147553,1.380755511,7.589022699,0,0
31831,31831,68.19519233,4.333582605,-4.170413713,1.427160184,6.181348956,0,0
31832,31832,68.20521133,3.416544478,-3.087688299,1.33959389,4.795946934,0,0
31833,31833,68.21523033,2.599555135,-2.264632469,0.9956537949,3.588533628,0,0
31834,31834,68.22525033,1.935019368,-1.642288749,0.4490679163,2.577416203,0,0
31835,31835,68.23526933,1.376563788,-1.130507106,-0.08010743916,1.783084794,0,0
31836,31836,68.24528833,0.9165054452,-0.5673980194,-0.6211193132,1.244070715,0,0
31837,31837,68.25530833,0.5162451151,0.1622163802,-1.146858845,1.268112133,0,0
31838,31838,68.26532733,0.1144535454,1.105028449,-1.582096488,1.933188243,0,0
31839,31839,68.27534633,-0.2508698174,2.152601572,-2.047630602,2.981513085,0,0
31840,31840,68.28536633,-0.5072197916,3.198613488,-2.328145803,3.98856654,0,0
31841,31841,68.29538533,-0.706171158,4.141664708,-2.265484409,4.773309529,0,0
31842,31842,68.30540433,-0.6912997882,4.960514635,-2.174131897,5.459986295,0,0
31843,31843,68.31542433,-0.5711665499,5.662762896,-2.7294943,6.312151295,0,0
31844,31844,68.32544333,-0.4704387586,6.370498184,-2.824052548,6.984256047,0,0
31845,31845,68.33546233,-0.413398439,7.160682136,-2.411368346,7.567097477,0,0
31846,31846,68.34548233,-0.4424687487,8.094687713,-2.02662448,8.356252423,0,0
31847,31847,68.35550133,-0.5332855095,9.103368666,-1.722545439,9.28024123,0,0
31848,31848,68.36552033,-0.6529426382,9.98482707,-1.449225529,10.11055688,0,0
31849,31849,68.37554033,-0.8819352445,10.65563836,-1.367188801,10.77913001,0,0
31850,31850,68.38555933,-1.204336098,11.13365292,-1.477288363,11.29562011,0,0
31851,31851,68.39557833,-1.601498573,11.49273745,-1.574821236,11.71016113,0,0
31852,31852,68.40559733,-1.948109968,11.75763503,-1.56983707,12.02087777,0,0
31853,31853,68.41561733,-2.213131363,11.93189141,-1.530020016,12.23147351,0,0
31854,31854,68.42563633,-2.420625366,11.98961512,-1.515479599,12.32505482,0,0
31855,31855,68.43565533,-2.663785045,11.92820533,-1.571563752,12.32264767,0,0
31856,31856,68.44567533,-2.891960941,11.63687482,-1.726451232,12.11449246,0,0
31857,31857,68.45569433,-3.029637142,11.0607358,-1.848218914,11.61613063,0,0
31858,31858,68.46571333,-3.110490101,10.2076972,-2.023417867,10.86123615,0,0
31859,31859,68.47573333,-3.160565948,9.22114036,-2.114050294,9.974357889,0,0
31860,31860,68.48575233,-3.156537509,8.093598962,-2.065566351,8.929537365,0,0
31861,31861,68.49577133,-3.093203977,6.820796354,-1.972738295,7.744860885,0,0
31862,31862,68.50578742,-2.904909015,5.313637928,-1.743807523,6.30191313,0,0
31863,31863,68.51580642,-2.529415444,3.407699395,-1.365803888,4.458225871,0,0
31864,31864,68.52582542,-1.818655976,1.14386624,-0.9197535735,2.337067857,0,0
31865,31865,68.53584542,-0.6161085418,-1.582785144,-0.02622198477,1.698671875,0,0
31866,31866,68.54586442,1.453521771,-5.813122877,2.288662041,6.414288507,0,0
31867,31867,68.55588342,5.771460296,-18.42113134,9.77423609,21.63754896,0,0
31868,31868,68.56590342,6.512691944,-40.52444149,18.66734824,45.090081,0,0
31869,31869,68.57592242,3.148049691,-29.83676039,-0.3479046535,30.00439176,0,0
31870,31870,68.58594142,3.320245806,-18.85353528,0.2457590586,19.1452402,0,0
31871,31871,68.59596042,1.889759873,-14.0519503,10.88025798,17.87200362,0,0
31872,31872,68.60598042,1.170279575,-11.7948432,9.152456042,14.97515716,0,0
31873,31873,68.61599942,0.9734843691,-11.54401285,4.429983895,12.40309082,0,0
31874,31874,68.62601842,-0.7542760549,-10.70906788,2.707823934,11.07182811,0,0
31875,31875,68.63603842,-2.741650077,-10.13597292,2.615171878,10.82098499,0,0
31876,31876,68.64605742,-3.449759294,-9.292686306,2.11169562,10.1347973,0,0
31877,31877,68.65607642,-3.025197351,-8.135013036,1.166581503,8.7573494,0,0
31878,31878,68.66609642,-2.233616353,-7.027930461,1.127546953,7.460040932,0,0
31879,31879,68.67611542,-1.256358775,-5.883588842,0.9388558424,6.089047982,0,0
31880,31880,68.68613442,-0.1264980787,-4.512695099,0.3959161413,4.531795275,0,0
31881,31881,68.69615442,0.8718736482,-3.038647116,0.2752144074,3.173213344,0,0
31882,31882,68.70617342,1.547701119,-1.718817692,0.4123485714,2.34941362,0,0
31883,31883,68.71619242,1.919844967,-0.7931864977,0.4440135831,2.124169856,0,0
31884,31884,68.72621242,2.026849159,-0.08143241823,0.4869651827,2.086116929,0,0
31885,31885,68.73623142,1.814646248,0.8424656618,0.5723377472,2.080927652,0,0
31886,31886,68.74625042,1.21424742,1.85761422,0.06128262073,2.220108769,0,0
31887,31887,68.75627042,0.3772379418,2.853337158,-0.8362097257,2.997180026,0,0
31888,31888,68.76628942,-0.422650196,3.877823135,-0.954299216,4.015822761,0,0
31889,31889,68.77630842,-1.216177002,5.0253012,-0.7082936972,5.218660614,0,0
31890,31890,68.78632842,-2.16962077,6.319845509,-0.4656310317,6.698097775,0,0
31891,31891,68.79634742,-3.134985842,7.584338053,-0.510669795,8.222597131,0,0
31892,31892,68.80636642,-3.932074479,8.644893749,-1.044795403,9.554422802,0,0
31893,31893,68.81638642,-4.509384406,9.533803845,-1.928198591,10.72128319,0,0
31894,31894,68.82640542,-4.832939499,10.2418005,-2.853295935,11.67874477,0,0
31895,31895,68.83642442,-4.864948619,10.87523873,-3.560081635,12.43433648,0,0
31896,31896,68.84644342,-4.6537583,11.4063425,-3.968909598,12.94273383,0,0
31897,31897,68.85646342,-4.268792824,11.793565,-4.033892922,13.1750924,0,0
31898,31898,68.86648242,-3.768718184,12.06661828,-3.97962199,13.25307151,0,0
31899,31899,68.87650142,-3.286633964,12.25522372,-3.841998414,13.25720269,0,0
31900,31900,68.88652142,-2.815366509,12.34048432,-3.61261536,13.16300997,0,0
31901,31901,68.89654042,-2.327800525,12.20896172,-3.328433955,12.86685176,0,0
